title,seafood,salad,cream_based,asian,baking_goods,meat,italian,mexican
Sirloin Steak With Mushrooms,0,0,0,0,0.992289841,0,0,0
Grilled Spicy Shrimp Tacos,0,0,0.352871895,0.642540455,0,0,0,0
Lentil Soup Iii,0,0,0,0.982842803,0,0,0,0
Moms Italian Beef Barley Soup,0,0,0,0,0.886819541,0.103311978,0,0
Simple Vegan Tzatziki Sauce,0,0,0.935179353,0,0,0,0,0
Salmon Chowder,0.152218297,0,0,0.215487614,0.628154635,0,0,0
Spicy Turkey Chili,0,0,0,0.990112901,0,0,0,0
Candied Yams,0,0,0,0,0,0,0,0.986219883
Minnesota Wild Rice Dressing,0,0,0,0,0.995028257,0,0,0
Vegan Seitan Curry With Rice,0,0,0.528425694,0.464966327,0,0,0,0
Quick Vegan Breakfast Bowl With Fruit,0,0.982842267,0,0,0,0,0,0
Shrimp De Jonghe,0.982842982,0,0,0,0,0,0,0
Low Carb Vegan Spaghetti Squash Bolognese,0,0,0.401969224,0.280507326,0.313700676,0,0,0
Awesome Roast Beef,0,0,0,0,0.98622036,0,0,0
Beef Enchiladas Ii,0,0,0,0,0,0,0.790741026,0.199390531
Gluten Free Spicy Sesame Peanut Noodles,0,0,0.997092903,0,0,0,0,0
Enchilada Casserole Iii,0,0,0,0.992290735,0,0,0,0
Spanish Garlic Shrimp Gambas Al Ajillo,0,0,0,0,0,0,0.988485873,0
Hamburger Potato Casserole,0,0,0,0,0.993055582,0,0,0
Grain Bowl With Blackened Shrimp Avocado And Black Beans,0,0,0,0.996128142,0,0,0,0
Kelseys Favorite Stuffed Green Peppers,0,0,0,0.777254164,0,0,0.217778862,0
Lanas Sweet And Sour Meatballs,0.293184757,0,0.323862672,0.218647227,0,0.161963344,0,0
No Peek Beef Stew,0,0,0,0,0.992290676,0,0,0
Porcupines,0,0,0.614536583,0.378037661,0,0,0,0
Steak Tip Marinade,0,0,0,0,0,0.587909997,0.405481696,0
Stuffed Cabbage Rolls,0,0,0,0,0.992290676,0,0,0
Tater Tot Casserole Iii,0,0,0,0.202031791,0.786156952,0,0,0
The Best Sweet And Sour Meatballs,0,0,0.672769129,0,0,0,0,0.318756193
Keto Shrimp Scampi,0.994648218,0,0,0,0,0,0,0
Baked Pork Spring Rolls,0,0,0.876689017,0,0,0.119331993,0,0
Air Fried Vegetarian Chicken Tenders,0,0,0,0.372026682,0,0,0,0.622020304
Vegan Enchiladas,0,0,0,0.986218572,0,0,0,0
Easy Ham And Cheese Appetizer Sandwiches,0,0,0,0,0,0.62495476,0,0.370078027
Sweet And Savory Hasselback Butternut Squash,0.546786845,0,0,0,0,0,0.447260112,0
Mexican Cauliflower Rice,0,0,0,0.992290616,0,0,0,0
Buffalo Tempeh Tenders,0,0,0.585786343,0,0,0,0.404344797,0
Vegan Coconut Tempeh With Mushrooms,0,0,0.855630994,0.139402002,0,0,0,0
Shrimp Mozambique,0.548294902,0,0.263454199,0,0,0.183290437,0,0
Olive Brined Air Fryer Turkey Breast,0,0,0,0,0.96634537,0,0,0
Creamy Shrimp Scampi With Half And Half,0.350840449,0,0,0,0,0,0.641732872,0
Real Hummus,0.369902968,0,0,0.623488724,0,0,0,0
Renaissance Stuffed Mushrooms,0,0,0,0,0,0,0.995357931,0
Sheet Pan Roasted Mediterranean Vegetables,0,0,0,0.994648278,0,0,0,0
Pistachio Crusted Salmon,0.994648278,0,0,0,0,0,0,0
Roasted Garlic Parmesan Fingerling Potatoes,0.991336644,0,0,0,0,0,0,0
Shrimp Tempura,0,0,0.764800966,0,0,0,0,0.227773041
Turkey Salad,0.807447314,0,0,0,0,0.186600208,0,0
New Red Potato Salad,0.541245937,0,0,0,0.286944747,0,0,0.166302636
Mexican Rice Ii,0,0,0,0.992290735,0,0,0,0
Instant Potr Lime Cilantro Rice,0,0,0,0,0.982842982,0,0,0
Thai Noodle Salad,0,0,0.650913775,0.3463687,0,0,0,0
Baked Fried Rice,0,0,0.504704535,0.490328491,0,0,0,0
Canadian Cedar Planked Salmon,0.986219645,0,0,0,0,0,0,0
Vegetarian Zuppa Toscana,0,0,0,0,0.646927595,0,0.348105341,0
Keto Chicken Broccoli Casserole,0,0,0,0,0,0,0,0.992290676
Greek Tomato Rice,0,0,0,0.99011296,0,0,0,0
My Moms Greek Lemon Rice,0.316787183,0,0,0,0.668506801,0,0,0
Roasted Cauliflower With Pecorino And Mint,0.992290199,0,0,0,0,0,0,0
Lemon Rosemary Spatchcocked Chicken,0.365576655,0,0,0,0.624554753,0,0,0
Soy Chorizo Taco Filling,0,0,0.584679782,0.409367383,0,0,0,0
Comforting Turkey Cobbler,0,0,0,0,0.586120486,0,0.128040388,0.283672452
Healthy Shepherds Pie With Cauliflower Mash,0,0,0,0.762618721,0,0,0,0.233119667
Air Fryer Vegan Buffalo Tofu Bites,0,0,0.73302561,0,0,0,0,0.26155895
Indian Chicken Saag,0,0,0.723020434,0,0,0,0.273991376,0
Rosemary Roasted Chicken With Apples And Potatoes,0,0,0,0,0.794321179,0.200263321,0,0
Instant Pot Chicken And Dumplings,0.139156163,0,0,0,0.7511338,0,0,0.107792705
Instant Potr Vegetarian White Chicken Chili,0,0,0,0.996679008,0,0,0,0
Vegetarian Udon Noodles With Peanut Sauce,0,0,0.996331155,0,0,0,0,0
Miso Soup With Seaweed,0,0,0.852249205,0,0.139275134,0,0,0
Deep Fried Tofu Poppers,0.180980831,0,0,0.715706646,0,0,0,0.097805701
Quick Poached Salmon With Dill Mustard Sauce,0.992290616,0,0,0,0,0,0,0
Salmon Tango,0.461839348,0,0.530734837,0,0,0,0,0
Bloody Mary Salmon,0.986218512,0,0,0,0,0,0,0
Garithes Yiouvetsi,0,0,0,0,0,0,0.993682325,0
Salmon In Oyster Sauce,0,0,0.993055403,0,0,0,0,0
Baked Tilapia,0,0,0,0,0.988486767,0,0,0
Super Easy Salmon Cakes,0.986220181,0,0,0,0,0,0,0
Big Eds Cajun Shrimp Soup,0.376284927,0,0,0.620202124,0,0,0,0
Ham Bone Soup,0,0,0,0.320321977,0.673725486,0,0,0
Quinoa Side Dish,0.48043564,0,0,0,0.512138605,0,0,0
Asparagus Cashew Rice Pilaf,0.990111589,0,0,0,0,0,0,0
Spaghetti Squash Casserole,0,0,0,0,0.413441956,0,0.579132259,0
Vietnamese Style Vegetarian Curry Soup,0,0,0.643865585,0,0.353642583,0,0,0
Tasty Breaded Seitan,0,0,0.977272034,0,0,0,0,0
Filet Mignon With Rich Balsamic Glaze,0,0,0,0,0,0,0.988486648,0
Country Fried Steak And Milk Gravy,0,0,0,0,0,0,0,0.988486052
Wild Mushroom Sauce,0,0,0,0,0.993055344,0,0,0
Italian Breaded Pork Chops,0,0,0,0,0,0.092873417,0.683826089,0.218340114
Spicy Peach Glazed Pork Chops,0,0,0.775623679,0,0,0.218960896,0,0
Easy Caramelized Onion Pork Chops,0,0,0.408628106,0,0,0.583946049,0,0
Tasty Collard Greens,0,0,0,0,0.982843041,0,0,0
Baked French Fries Ii,0,0,0,0,0.277508795,0,0.710680068,0
Greek Style Potatoes,0.611908495,0,0,0,0.382139087,0,0,0
West Texas Style Buffalo Chili,0,0,0,0.995358109,0,0,0,0
Rosemary Turkey Meatloaf,0,0,0,0,0,0.430516303,0.223804787,0.3415398
Polish Meat And Potatoes,0,0,0,0.992290735,0,0,0,0
Easy Roasted Pork,0,0,0,0,0,0.97727257,0,0
Chriss Incredible Italian Turkey Meatloaf,0,0,0,0,0,0.525878191,0.362195909,0.108374685
Beef Potato House Pie Casserole,0,0,0,0.229938596,0.435930103,0,0,0.329618573
Wild Goose Breasts With Orange Glaze,0,0,0.667316616,0,0,0.322814167,0,0
Peking Duck,0,0,0.99229008,0,0,0,0,0
Breaded Turkey Breasts,0,0,0,0,0,0,0.627451837,0.364073217
Rabbit With Mustard,0.467133373,0,0,0,0.52625829,0,0,0
Easy Slow Cooker Venison Stew,0,0,0,0,0.991336465,0,0,0
Asian Roll Lettuce Wrap,0.140115127,0,0.856371939,0,0,0,0,0
Oatmeal And Wheat Flour Blueberry Pancakes,0,0,0,0,0,0,0.158772036,0.835275471
German Potato Pancakes,0,0,0,0,0.542525113,0,0,0.450866967
Corned Beef Hash,0,0,0,0,0.98622036,0,0,0
Best Spanish Rice,0,0,0.966346085,0,0,0,0,0
Deer Chop Hurry,0,0,0,0,0.616049647,0,0,0.372139245
Easy Red Beans And Rice,0,0,0,0.993055582,0,0,0,0
Key West Penne,0,0,0,0,0,0,0.986219823,0
Baked Ham,0,0,0,0,0,0.982841849,0,0
Salmon And Pesto With Rice,0.52575922,0,0.464372128,0,0,0,0,0
Tastes Like Beef Turkey Burgers,0,0,0,0,0.43005833,0.555235624,0,0
Mushrooms And Spinach Italian Style,0,0,0,0,0,0,0.995028198,0
Mama Bears Porridge,0,0,0,0,0,0,0,0.991336584
Salmon Patties Iii,0,0,0,0,0,0,0.993055105,0
Shrimp Red Thai Curry,0,0,0.990112841,0,0,0,0,0
Cheesy Italian Tortellini,0,0,0,0,0,0,0.991336226,0
Asparagus With Parmesan Crust,0,0,0,0,0,0,0.988486767,0
Traditional Filipino Lumpia,0,0,0.842290401,0,0,0.153448164,0,0
Pineapple Salsa,0,0,0,0.993682206,0,0,0,0
Grilled Brown Sugar Pork Chops,0,0,0.834420383,0,0,0.160612658,0,0
Pecan Salmon Roll,0.992290676,0,0,0,0,0,0,0
Smoked Turkey,0,0.991335988,0,0,0,0,0,0
Orange Coconut Salmon,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Cajun Style Baked Sweet Potato,0,0,0,0,0.462904036,0,0.531143486,0
Caribbean Pasta With Shrimp,0,0,0.993055046,0,0,0,0,0
French Fried Potatoes,0,0,0,0,0.988486707,0,0,0
Allies Mushroom Pizza,0,0,0.129080027,0,0,0,0.864311755,0
Cabbage Jambalaya,0,0,0,0.992290676,0,0,0,0
Pan Seared Red Snapper,0.501907706,0,0.492139876,0,0,0,0,0
Lemongrass And Citrus Poached Salmon,0.990112305,0,0,0,0,0,0,0
Parmesan Crusted Salmon,0.993055224,0,0,0,0,0,0,0
Profanity Salmon,0,0,0,0.988485396,0,0,0,0
Easy Spiced Brown Rice With Corn,0,0,0.225251168,0.766274154,0,0,0,0
Mushroom Lentil Barley Stew,0,0,0,0,0.902702987,0,0.092329711,0
Ginger Salmon,0.727819681,0,0.263705611,0,0,0,0,0
Bahamian Style Peas And Rice,0,0,0,0.14433299,0.849058628,0,0,0
Bubble Pizza,0,0,0,0,0,0,0.993681669,0
Fried Green Tomatoes,0,0,0,0.288885325,0,0,0,0.702639937
Easy Turkey Curry,0,0,0,0,0.993682265,0,0,0
Easy Turkey Tetrazzini,0,0,0,0,0.991336644,0,0,0
Fantastic Lemon Butter Fillet,0.988486588,0,0,0,0,0,0,0
Shrimp Pad Thai,0.10818547,0,0.8880831,0,0,0,0,0
Mexican Salmon,0.993055403,0,0,0,0,0,0,0
Blackened Fish,0,0,0,0,0.988485515,0,0,0
Barlows Blackened Catfish,0,0,0,0,0,0,0.990112066,0
Herb Turkey Rub,0,0,0,0,0,0,0.993055522,0
Japanese Shrimp Sauce I,0,0,0.966346025,0,0,0,0,0
Gravlox,0.986219168,0,0,0,0,0,0,0
Stuffed Pattypan Squash,0,0,0,0,0,0,0.99133575,0
Roasted Salmon With Orange Ginger Glaze,0,0,0.98622036,0,0,0,0,0
Broiled Lemon And Garlic Tiger Prawns,0.98848635,0,0,0,0,0,0,0
Baby Blt,0,0,0,0,0,0,0.986220181,0
Salmon And Shrimp Cakes From Chef Bubba,0.104115114,0,0,0,0,0,0.891905963,0
Tater Dipped Eggplant,0,0,0,0,0.503109634,0,0.482183933,0
American Potato Salad,0.99011296,0,0,0,0,0,0,0
Lemon Orange Orange Roughy,0.982843041,0,0,0,0,0,0,0
Peruvian Lomo Saltado,0,0,0.293675095,0.213617042,0,0,0.489392072,0
Pesto Cream Sauce,0,0,0,0,0.992290735,0,0,0
Southern Ham And Brown Beans,0,0,0,0.99011153,0,0,0,0
Rigatoni With Eggplant Mushrooms And Goat Cheese,0,0,0,0,0,0,0.993682265,0
Baked Soy Lemon Chops,0,0,0.711217284,0,0,0.281356871,0,0
Red Cabbage,0,0,0,0,0,0,0,0.98848635
Turkey Tetrazzini Ii,0,0,0,0,0.522046268,0,0,0.466142625
Best Ziti Ever,0,0,0,0,0,0,0.991336644,0
Holiday Only Mashed Potatoes,0,0,0,0,0.986220419,0,0,0
Stuffed Eggplant With Shrimp And Basil,0,0,0,0,0,0,0.994205296,0
Marinated Venison,0,0,0,0,0.515472114,0.478575408,0,0
Sweet Corn Tomalito,0,0,0,0.385203987,0,0,0,0.606321275
Vegetarian Cabbage Rolls,0,0,0,0.731826127,0.265873134,0,0,0
Squambo,0,0,0,0.995646715,0,0,0,0
Duck Breasts With Raspberry Sauce,0.966346025,0,0,0,0,0,0,0
Potato Salmon Patties,0,0,0,0,0.268466741,0,0.726946056,0
Colorado Mexican Rice,0,0,0,0,0.782293737,0,0.212739348,0
Tempeh Ratatouille,0,0,0,0.995357871,0,0,0,0
Salmon With Dijon Cream Sauce,0.592147648,0,0,0,0.401244104,0,0,0
Sweet And Tangy Glazed Salmon,0.991336584,0,0,0,0,0,0,0
Fettuccini Carbonara,0,0,0,0,0,0,0.992290735,0
Singapore Noodle Curry Shrimp,0,0,0.995901525,0,0,0,0,0
Prosciutto Wrapped Asparagus,0.935176015,0,0,0,0,0,0,0
Turkey A La King,0,0,0,0,0.992290735,0,0,0
Hopi Corn Stew,0,0,0,0.734489381,0.258902609,0,0,0
Sallys Spinach Mashed Potatoes,0,0,0,0,0.643047154,0,0.348478198,0
Elk Chili,0,0,0,0.990112543,0,0,0,0
Kentucky Hot Brown,0,0,0,0,0.262167573,0,0,0.731880009
Cajun Catfish Supreme,0.526489854,0,0,0,0.468094468,0,0,0
Argentine Lentil Stew,0,0,0,0.442404032,0.550987899,0,0,0
Grilled Salmon Skewers,0.163921505,0,0.830663264,0,0,0,0,0
Rice Stuffing With Apples Herbs And Bacon,0,0,0,0,0.771210313,0,0.225276455,0
Tropical Turkey Salad,0,0.489874095,0,0,0.500257075,0,0,0
Barley Bake,0,0,0,0,0.991336644,0,0,0
Salmon And Spinach Fettuccine,0.126870394,0,0,0,0,0,0.596828163,0.271788627
Hunters Roast,0,0,0,0,0,0.966344535,0,0
Steak N Gravy,0,0,0,0,0.792407095,0,0.202177644,0
Turkey Posole,0,0,0,0.994648278,0,0,0,0
Shrimp And Andouille Sausage With Mustard Sauce,0,0,0,0,0.647046328,0.347986639,0,0
Homemade Cereal,0,0,0.991336465,0,0,0,0,0
Three Animal Italian Meatballs,0,0,0,0.152354911,0,0,0.841037095,0
Steak Tips With Mushroom Sauce,0,0,0,0,0.991336346,0,0,0
Marinated Baked Pork Chops,0,0,0.476224333,0,0,0.515301049,0,0
Asian Tuna Patties,0,0,0.753522098,0,0,0,0,0.239869878
Chris Bay Area Burger,0,0,0,0,0,0,0.986220419,0
Blue Cornmeal Pancakes,0,0,0,0,0,0,0,0.988486767
Roasted Sherry Duck,0,0,0,0,0,0,0.986219525,0
Easy Bake Fish,0.982842922,0,0,0,0,0,0,0
Lentil And Sausage Soup,0,0,0,0.99535799,0,0,0,0
Goat Cheese And Spinach Turkey Burgers,0,0,0,0,0,0,0.966346025,0
Shrimp Over Cheese Grits,0,0,0,0,0.531751931,0,0.462295651,0
Tempeh Reuben,0,0,0,0,0,0,0,0.988486469
Texas Caviar With Avocado,0,0,0,0.991336524,0,0,0,0
Coconut Curry Tofu,0,0,0.661586523,0.333826244,0,0,0,0
Mushroom Rice,0,0,0,0,0.991336644,0,0,0
Asparagus Zucchini Rice,0,0,0,0.994204879,0,0,0,0
Creamy Cajun Shrimp Pasta,0.55521524,0,0,0,0,0,0,0.436310142
Fusion Chili,0,0,0,0.996679306,0,0,0,0
Herbed Mushrooms With White Wine,0,0,0,0,0,0,0.992290676,0
Wild Rice With Rosemary And Cashew Stuffing,0,0,0.247088656,0,0.622051418,0,0.125352904,0
Apple Bacon Tomato Soup,0,0,0,0,0.55835706,0,0.435690463,0
Deer Jerky,0,0,0,0,0,0.991336644,0,0
Asparagus And Mushroom Frittata,0,0,0,0,0.387707025,0,0.605684578,0
Pork And Shrimp Pancit,0,0,0.572091877,0,0.423929244,0,0,0
Jalapeno Hummus,0,0,0,0.98622036,0,0,0,0
Guinnessr Corned Beef,0,0,0,0,0,0.982842684,0,0
Pork Chops With Apples Onions And Sweet Potatoes,0,0,0,0,0.198427707,0.796157002,0,0
Easy Coconut Rice ,0,0,0.992290735,0,0,0,0,0
Joannes Super Hero Sandwich,0.163796648,0,0,0,0,0,0.829595268,0
Baked Penne With Italian Sausage,0,0,0,0,0,0,0.991336524,0
Barbeque Tempeh Sandwiches,0,0,0,0.990112305,0,0,0,0
Easy Lima Beans,0,0,0,0,0.977272689,0,0,0
Spinach And Potato Frittata,0,0,0,0,0,0,0.993055522,0
Lemon Pepper Shrimp With Mustard,0.991336644,0,0,0,0,0,0,0
Crab And Lobster Stuffed Mushrooms,0,0,0,0,0.474399924,0,0.518991172,0
Very Simple Spelt Bread,0,0,0,0,0,0,0,0.988485515
Grammas Old Fashioned Chili Mac,0,0,0,0.691554964,0.302492648,0,0,0
Lentil And Smoked Sausage Soup,0,0,0,0.842712998,0.153308064,0,0,0
Grilled Salmon With Avocado Dip,0.993681967,0,0,0,0,0,0,0
Cuban Black Beans Ii,0,0,0,0.994204938,0,0,0,0
Sugar Snap Peas,0,0,0,0,0,0,0.986220241,0
Mango Salsa Salmon,0,0,0,0.986220062,0,0,0,0
Belle And Chrons Spinach And Mushroom Quiche,0,0,0,0,0,0,0.993055522,0
Almond Maple Granola,0,0,0.993682206,0,0,0,0,0
Slow Cooker Scalloped Potatoes With Ham,0,0,0,0,0.99011296,0,0,0
Slow Cooker Moose Roast,0.371271968,0,0,0,0.61885798,0,0,0
Lemon Sauce For Salmon Patties,0.537470102,0,0,0,0,0,0,0.454055279
Garlic Pepper Seitan,0,0,0,0.994205117,0,0,0,0
Slow Cooker Chili Ii,0,0,0,0.994648218,0,0,0,0
Amish Yumazuti,0,0,0,0.140904993,0.853142619,0,0,0
Pheasant Phungi Perfection,0,0,0,0,0.291374356,0,0.704363704,0
Baked Whole Cauliflower,0,0,0,0,0,0,0.988485634,0
Japanese Onion Soup,0,0,0.290247679,0,0.704785049,0,0,0
Lentils And Rice With Fried Onions Mujadarrah,0,0,0,0.992290556,0,0,0,0
Lemon Lentil Rice,0.356304526,0,0.509435356,0.130120948,0,0,0,0
Juiciest Hamburgers Ever,0,0,0,0,0,0.707011878,0,0.284513414
Quinoa And Black Beans,0,0,0,0.993682325,0,0,0,0
Slow Cooker Swiss Steak,0,0,0,0.797940314,0,0,0,0.196107253
Creamed Salmon On Toast,0.522490919,0,0,0,0,0,0,0.469034344
Moroccan Style Stuffed Acorn Squash,0,0,0,0.994648159,0,0,0,0
Grilled Turkey Legs,0.992290378,0,0,0,0,0,0,0
Parmesan Tomatoes,0.661748946,0,0,0,0,0,0,0.331643105
Homemade Crispy Seasoned French Fries,0,0,0,0,0.993682325,0,0,0
Black Pepper Beef And Cabbage Stir Fry,0,0,0.994205296,0,0,0,0,0
Yellow Squash Patties,0,0,0,0.497736394,0,0,0,0.496311069
Barley And Mushrooms With Beans,0,0,0,0.439286053,0.550845444,0,0,0
Clarks Quiche,0,0,0,0,0,0,0.995901525,0
Salmon With Fruit Salsa,0.423991948,0,0,0.571420729,0,0,0,0
Vegan Hot And Sour Soup,0,0,0.614979088,0,0.382174373,0,0,0
Beef And Mushroom Stroganoff Aussie Style,0,0,0,0,0.994205236,0,0,0
Curry Coconut Shrimp,0,0,0.991336584,0,0,0,0,0
Nannys Goulash,0,0,0,0.992290556,0,0,0,0
Baked Oatmeal Ii,0,0,0,0,0,0,0,0.990112901
Microwave Corn On The Cob,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Zesty Tilapia With Mushrooms,0.988486648,0,0,0,0,0,0,0
Maple Teriyaki Salmon Barbeque,0.499579579,0,0.490551949,0,0,0,0,0
Pasta With Roasted Butternut Squash And Sage,0,0,0,0,0,0,0.993682265,0
Mushroom Blue Cheese Turkey Burgers,0,0,0.327801734,0,0,0,0.663723648,0
Kickin Collard Greens,0,0,0,0.992290378,0,0,0,0
Charleston Breakfast Casserole,0.447330803,0,0,0,0,0,0.545243263,0
Maple Garlic Marinated Pork Tenderloin,0,0,0,0,0,0.98622036,0,0
Cheesy Pasta Alfredo With Salmon,0.441592544,0,0,0,0,0,0.548538983,0
Garlicky Summer Squash And Fresh Corn,0,0,0,0.868847549,0.125737205,0,0,0
China Moon Salmon,0.280627459,0,0.489278853,0,0.226271033,0,0,0
Puerto Rican Steamed Rice,0,0,0.98848623,0,0,0,0,0
Cream Cheese Jalapeno Hamburgers,0,0,0,0,0,0,0.982842684,0
West Coast Cod And Shrimp,0.353087634,0,0,0,0.643593729,0,0,0
Awesome Pasta Salad,0,0,0,0.281995833,0,0,0.708135188,0
Yummy Curd Rice,0.088322513,0,0.908164382,0,0,0,0,0
Wasabi Mayo Salmon,0,0,0,0,0,0,0,0.966345668
Hot And Sour Chinese Eggplant,0,0,0.994205177,0,0,0,0,0
Zucchini Alfredo,0,0,0,0,0.450245082,0,0.544787884,0
Rice Beans Haitian Style,0,0,0,0.991335928,0,0,0,0
Curried Cauliflower,0,0,0,0,0.485662192,0,0,0.50892204
Wilderness Place Lodge Cookies,0,0,0,0,0,0,0,0.992290437
Spanish Rice Original,0,0,0,0.993055463,0,0,0,0
Fettucine With Heavenly Salmon Sauce,0.148506016,0,0,0,0.846526861,0,0,0
Cream Corn Like No Other,0,0,0,0.300336152,0,0,0,0.69371146
Country Breakfast Casserole,0,0,0,0,0,0,0,0.993055344
Sour Cream And Chive Mashed Potatoes,0,0,0,0,0.988486707,0,0,0
Lentil Rice And Veggie Bake,0,0,0,0.995028377,0,0,0,0
Shredded Brussels Sprouts,0,0,0,0.977272689,0,0,0,0
Cindys Awesome Clam Chowder,0.383526713,0,0,0,0.60799849,0,0,0
Individual Baked Eggs,0,0,0,0,0,0,0.935185075,0
Seafood Fettuccine,0,0,0,0,0.993055463,0,0,0
Cheryls Spinach Cheesy Pasta Casserole,0,0,0,0,0,0,0.991336644,0
Best Tuna Melt New Jersey Diner Style,0.662702739,0,0,0,0,0,0,0.33188194
Roasted Beets And Sauteed Beet Greens,0,0,0,0,0,0,0.991336644,0
Quick Tuna Casserole,0,0,0,0,0.98622036,0,0,0
Sesame Tilapia,0,0,0,0,0,0,0.977272689,0
Turkey Potato Casserole,0,0,0,0.18255493,0.808970451,0,0,0
Vegetable Paella,0,0,0.362717897,0.177106857,0.455214798,0,0,0
Marias Pepper Steak,0,0,0.442674279,0.551373303,0,0,0,0
Penne Pasta With Cannellini Beans And Escarole,0,0,0,0.988486588,0,0,0,0
Roasted Garlic Cauliflower,0,0,0,0,0,0,0.992289901,0
Perfect Baked Potato,0,0,0,0,0,0,0.988486767,0
Bacon Wrapped Stuffed Mushrooms,0,0,0,0,0.9862203,0,0,0
Salmon Dip,0.657444298,0,0,0,0.335947603,0,0,0
Herb Rubbed Sirloin Tip Roast,0,0,0,0.990112484,0,0,0,0
Vegetable Lo Mein Delight,0,0,0.2084914,0,0.78408277,0,0,0
Turkey Loaf,0,0,0,0,0.420046121,0,0.570085108,0
Salmon With Mango And Brie,0.986218691,0,0,0,0,0,0,0
Indian Stir Fried Shrimp In Cream Sauce Bhagari Jhinga,0.381321996,0,0.61441654,0,0,0,0,0
Pumpkin Oatmeal,0,0,0,0,0,0,0,0.977272272
Cinnamon Rice With Apples,0.509150028,0,0,0,0,0,0,0.479038656
Monte Cristo Sandwich   The Real One,0,0,0,0,0,0,0,0.993682265
Bangers And Mash,0,0,0,0,0.575631678,0,0,0.418953091
Fried Pork Chop,0,0,0,0,0,0.530361712,0,0.46116367
Cheeseburger And Fries Casserole,0,0,0,0,0.386359572,0,0.608225048,0
Get A Husband Brunswick Stew,0,0,0,0.818177402,0,0.177561253,0,0
Gobi Aloo Indian Style Cauliflower With Potatoes,0,0,0.861613631,0,0.129911289,0,0,0
Easy Baked Tempeh,0,0,0.564465344,0,0,0,0.227715224,0.200756133
Bacon Wrapped Duck Breasts,0,0,0,0,0,0,0.988485515,0
Asian Coconut Rice,0,0,0,0,0,0,0,0.97727263
Catfish Cakes,0.990988255,0,0,0,0,0,0,0
Bbq Feta And Hot Banana Pepper Turkey Burgers,0,0,0,0,0,0,0.710852981,0.277335674
Delicious Ham And Potato Soup,0,0,0,0,0.993682206,0,0,0
Pepperoni Stuffed Mushrooms,0,0,0,0,0.991336107,0,0,0
Pork Tenderloin With Dijon Marsala Sauce,0.735278964,0,0,0,0,0.259753793,0,0
Texas Ranch Potato Salad,0.396181732,0,0,0,0.589112103,0,0,0
Balsamic Glazed Carrots,0,0,0,0,0,0,0.656142116,0.32437706
G Mas Rice,0,0,0.257014126,0.737033427,0,0,0,0
Grain And Nut Whole Wheat Pancakes,0,0,0,0,0,0,0,0.993682265
Gullivers Cream Corn,0,0,0,0.383165449,0,0,0,0.610226214
Shrimp With Lobster Sauce,0,0,0.854506373,0,0,0.140526667,0,0
Herb Roasted Pork,0,0,0.324015886,0,0,0.669376135,0,0
Alternative Baked Salmon,0.570035875,0,0,0,0,0,0.424997151,0
Venison Wraps,0,0,0,0,0,0,0.991335988,0
Chipotle Shrimp,0,0,0.78175652,0,0,0.212828219,0,0
Arancini,0,0,0,0,0.433839202,0,0.3616651,0.201730162
Grilled Garlic Artichokes,0.44775483,0,0,0,0,0,0.543769896,0
Crispy Orange Beef,0,0,0.993055582,0,0,0,0,0
Easy Slow Cooker Meatballs,0,0,0,0.394234538,0,0,0.595896304,0
Mushrooms With A Soy Sauce Glaze,0,0,0.98622036,0,0,0,0,0
Authentic Louisiana Red Beans And Rice,0,0,0,0.509282112,0.486130655,0,0,0
Sweet N Hot Glazed Salmon,0,0,0.993054867,0,0,0,0,0
Slow Cooker Homemade Beans,0,0,0,0.286880046,0,0.705694079,0,0
Spinach And Rice Spanakorizo,0,0,0.344149858,0,0,0,0.649897695,0
Cinnamon Roasted Sweet Potatoes,0.609265268,0,0.384782284,0,0,0,0,0
Asparagus Parmesan,0,0,0,0,0,0,0.98622036,0
Louisiana Shrimp Casserole,0,0,0,0,0.993055522,0,0,0
Qabali   Afghani Rice,0,0,0.993055224,0,0,0,0,0
Amys Delicious Turkey Burgers,0,0,0,0,0,0,0.409516454,0.57867229
Saffron Rice,0,0,0,0,0.98622036,0,0,0
Mexican Turkey Burgers,0,0,0,0.816025913,0,0,0,0.179007128
Mushroom Soup Without Cream,0,0,0,0,0.992290735,0,0,0
Venison Breakfast Sausage,0,0,0.254573464,0,0.733615339,0,0,0
Baked Asparagus With Balsamic Butter Sauce,0,0,0.521199882,0,0,0,0.468931586,0
Modenese Pork Chops,0.715678692,0,0,0,0,0.274452865,0,0
Beef Nacho Casserole,0,0,0,0.986220121,0,0,0,0
Cheddar Bacon Hamburgers,0,0,0,0,0,0,0.97727257,0
Hollys Smoked Salmon Pasta Salad,0.252194285,0,0,0,0,0,0.742390335,0
Russian Salmon And Potato Salad,0.991336584,0,0,0,0,0,0,0
Shrimp Couscous Salad,0,0,0,0.519903541,0,0.16231671,0.314670175,0
Easy Pilaf,0,0,0,0,0.988486767,0,0,0
Orange Salmon Ii,0.982842505,0,0,0,0,0,0,0
Apple Butter Pork Loin,0.263673574,0,0,0,0,0.324634641,0,0.401849031
Green Beans With Cherry Tomatoes,0,0,0,0.988486588,0,0,0,0
Shrimp Scampi Ala Norelllaura,0.886777103,0,0,0,0,0,0,0.108255833
